"x"
"CAPN8"
"CAPN9"
"CAPS"
"CARD11"
"CARNS1"
"CARTPT"
"CASP14"
"CASQ2"
"CASR"
"CAV1"
"CAVIN2"
"CAVIN3"
"CBLC"
"CBLN4"
"CCDC198"
"CCDC69"
"CCDC80"
"CCDC85B"
"CCDC9B"
"CCK"
"CCL11"
"CCL13"
"CCL17"
"CCL18"
"CCL19"
"CCL2"
"CCL20"
"CCL21"
"CCL22"
"CCL23"
"CCL24"
"CCL25"
"CCL26"
"CCL28"
"CCL4"
"CCL4L2"
"CCL5"
"CCL8"
"CCN1"
"CCN2"
"CCN4"
"CCN5"
"CCN6"
"CCNP"
"CCR1"
"CCR2"
"CCR4"
"CCR5"
"CCR7"
"CD109"
"CD163"
"CD177"
"CD180"
"CD19"
"CD1A"
"CD1C"
"CD1E"
"CD2"
"CD200"
"CD207"
"CD22"
"CD24"
"CD247"
"CD248"
"CD27"
"CD300LF"
"CD36"
"CD37"
"CD3D"
"CD3E"
"CD3G"
"CD4"
"CD48"
"CD5"
"CD52"
"CD53"
"CD55"
"CD69"
"CD70"
"CD72"
"CD79A"
"CD79B"
"CD83"
"CD84"
"CD86"
"CD8A"
"CD93"
"CD96"
"CDA"
"CDC20"
"CDC42EP5"
"CDCA7"
"CDH11"
"CDH17"
"CDH19"
"CDH2"
"CDH22"
"CDH3"
"CDHR2"
"CDHR5"
"CDK5R2"
"CDKN2A"
"CDKN2B"
"CDO1"
"CDX1"
"CDX2"
"CEACAM1"
"CEACAM18"
"CEACAM5"
"CEACAM6"
"CEACAM7"
"CEL"
"CELA2A"
"CELA2B"
"CELA3A"
"CELA3B"
"CELF2"
"CELF3"
"CEMIP"
"CEND1"
"CENPM"
"CES1"
"CES3"
"CFC1"
"CFD"
"CFH"
"CFTR"
"CGB3"
"CGB5"
"CGB8"
"CGN"
"CH25H"
"CHAC1"
"CHGA"
"CHGB"
"CHI3L1"
"CHIT1"
"CHP2"
"CHRDL1"
"CHRDL2"
"CHST11"
"CHST4"
"CHST9"
"CIDEA"
"CIDEC"
"CILP"
"CILP2"
"CITED4"
"CKMT1A"
"CKMT1B"
"CLC"
"CLCA1"
"CLDN1"
"CLDN10"
"CLDN11"
"CLDN18"
"CLDN2"
"CLDN23"
"CLDN3"
"CLDN4"
"CLDN6"
"CLDN9"
"CLEC10A"
"CLEC17A"
"CLEC3B"
"CLEC4E"
"CLEC7A"
"CLGN"
"CLIC2"
"CLIC3"
"CLIC6"
"CLMP"
"CLPS"
"CLPSL1"
"CLRN3"
"CLU"
"CMKLR1"
"CMPK2"
"CMTM3"
"CNIH2"
"CNN1"
"CNTFR"
"CNTN1"
"COL10A1"
"COL11A1"
"COL11A2"
"COL12A1"
"COL14A1"
"COL15A1"
"COL17A1"
"COL1A1"
"COL1A2"
"COL22A1"
"COL3A1"
"COL4A1"
"COL4A4"
"COL5A1"
"COL5A2"
"COL5A3"
"COL6A1"
"COL6A2"
"COL6A3"
"COL7A1"
"COL8A1"
"COL8A2"
"COL9A2"
"COL9A3"
"COLEC11"
"COLEC12"
"COLGALT2"
"COMP"
"CORO1A"
"CORO2A"
"COX6B2"
"CP"
"CPA1"
"CPA2"
"CPA3"
"CPA6"
"CPB1"
"CPE"
"CPED1"
"CPLX2"
"CPM"
"CPNE7"
"CPS1"
"CPVL"
"CPXM1"
"CPXM2"
"CR2"
"CRABP2"
"CRACD"
"CRACR2B"
"CRCT1"
"CREB3L3"
"CREG2"
"CRH"
"CRISP2"
"CRISP3"
"CRISPLD2"
"CRLF1"
"CRP"
"CRTAC1"
"CRYBA2"
"CRYBG2"
"CSF1R"
"CSF2"
"CSF2RA"
"CSF2RB"
"CSF3"
"CSF3R"
"CST1"
"CST2"
"CST4"
"CST6"
"CST7"
"CSTA"
"CT83"
"CTHRC1"
"CTNND2"
"CTRB1"
"CTRB2"
"CTRC"
"CTSE"
"CTSG"
"CTSK"
"CTSV"
"CTSW"
"CTXN1"
"CX3CL1"
"CX3CR1"
"CXCL1"
"CXCL10"
"CXCL11"
"CXCL12"
"CXCL13"
"CXCL14"
"CXCL17"
"CXCL2"
"CXCL3"
"CXCL5"
"CXCL6"
"CXCL8"
"CXCL9"
"CXCR4"
"CXCR6"
"CYBB"
"CYBRD1"
"CYP1B1"
"CYP24A1"
"CYP2B6"
"CYP2C18"
"CYP2C8"
"CYP2C9"
"CYP2S1"
"CYP2W1"
"CYP3A4"
"CYP3A5"
"CYP4F11"
"CYP4F12"
"CYP4F3"
"CYP4X1"
"CYS1"
"CYSRT1"
"CYTIP"
"DACH1"
"DACT2"
"DAPL1"
"DCBLD2"
"DCDC2"
"DCN"
"DDC"
"DDIT4"
"DDR2"
"DDX3Y"
"DDX60"
"DEFA5"
"DEFA6"
"DEFB1"
"DEGS2"
"DES"
"DHRS9"
"DIO2"
"DIO3"
"DIRAS3"
"DKK1"
"DKK4"
"DLK1"
"DMBT1"
"DNAJC12"
"DNASE1L3"
"DNER"
"DOCK2"
"DOK5"
"DPEP1"
"DPT"
"DPYSL3"
"DQX1"
"DSC3"
"DSG3"
"DUOX1"
"DUOX2"
"DUOXA1"
"DUOXA2"
"DUSP1"
"DUSP2"
"DUSP26"
"DUSP5"
"EBI3"
"ECEL1"
"ECHDC3"
"ECM1"
"ECRG4"
"EDAR"
"EDIL3"
"EDN1"
"EDN2"
"EDN3"
"EDNRA"
"EDNRB"
"EEF1A2"
"EFEMP1"
"EFNA1"
"EFNA2"
"EFNA3"
"EFNA5"
"EFNB1"
"EGLN3"
"EGR1"
"EGR2"
"EGR3"
"EHF"
"EIF1AY"
"EIF5AL1"
"ELAPOR1"
"ELF3"
"ELF5"
"ELN"
"EMILIN1"
"EMP1"
"ENO2"
"ENPP2"
"ENSG00000275993"
"ENSG00000277639"
"ENSG00000286190"
"ENTPD2"
"ENTPD8"
"EPCAM"
"EPDR1"
"EPHA2"
"EPHA3"
"EPHA4"
"EPHA7"
"EPHB6"
"EPHX3"
"EPS8L1"
"EPS8L3"
"EPSTI1"
"EPYC"
"ERAP2"
"ERBB3"
"EREG"
"ERICH5"
"ERN2"
"ERO1A"
"ERO1B"
"ERP27"
"ERRFI1"
"ERV3-1"
"ESM1"
"ESPN"
"ETV4"
"EVI2B"
"EVPL"
"EXOC3L4"
"EYA2"
"F10"
"F11"
"F13A1"
"F2R"
"F2RL2"
"F3"
"F5"
"FA2H"
"FABP1"
"FABP2"
"FABP3"
"FABP4"
"FABP6"
"FAIM2"
"FAM107A"
"FAM177B"
"FAM240C"
"FAM3B"
"FAM3D"
"FAM81B"
"FAM83A"
"FAM83D"
"FAM83E"
"FAP"
"FBLL1"
"FBLN1"
"FBLN2"
"FBLN5"
"FBN1"
"FBXL16"
"FBXO2"
"FBXO32"
"FCER1A"
"FCER1G"
"FCER2"
"FCGBP"
"FCGR2A"
"FCGR3A"
"FCGR3B"
"FCMR"
"FCN1"
"FCRL1"
"FCRL3"
"FCRLA"
"FDCSP"
"FER1L6"
"FERMT1"
"FERMT3"
"FEV"
"FEZF1"
"FFAR1"
"FGA"
"FGB"
"FGF19"
"FGF2"
"FGF7"
"FGFBP1"
"FGFR3"
"FGFR4"
"FGG"
"FGL1"
"FGL2"
"FGR"
"FHL1"
"FHL5"
"FIBCD1"
"FIBIN"
"FKBP5"
"FLNA"
"FLNB"
"FLNC"
"FLRT2"
"FLRT3"
"FLT3"
"FMO1"
"FMO2"
"FMO3"
"FMO5"
"FN1"
"FNDC1"
"FOLR1"
"FOLR2"
"FOS"
"FOSB"
"FOSL1"
"FOXA1"
"FOXA2"
"FOXA3"
"FOXC2"
"FOXJ1"
"FOXL1"
"FOXQ1"
"FOXS1"
"FPR1"
"FPR2"
"FPR3"
"FREM1"
"FRZB"
"FSCN1"
"FST"
"FSTL1"
"FSTL3"
"FTH1"
"FUT2"
"FUT3"
"FUT6"
"FXYD2"
"FXYD3"
"FYB1"
"G0S2"
"G6PC2"
"GABRB3"
"GABRE"
"GABRP"
"GAD2"
"GAL"
"GAL3ST1"
"GALNT14"
"GALNT3"
"GALNT5"
"GALNT6"
"GAMT"
"GAP43"
"GAPT"
"GAS1"
"GAST"
"GATA3"
"GATA4"
"GATA5"
"GATM"
"GBP3"
"GBP4"
"GBP5"
"GC"
"GCG"
"GCKR"
"GCNT3"
"GDA"
"GDF15"
"GDPD2"
"GDPD3"
"GEM"
"GFPT2"
"GFRA1"
"GFRA3"
"GGT6"
"GHRL"
"GIMAP4"
"GIMAP6"
"GIMAP7"
"GIP"
"GIPR"
"GJB1"
"GJB2"
"GJB3"
"GJB4"
"GJB5"
"GJB6"
"GJC2"
"GJD2"
"GKN1"
"GKN2"
"GLP2R"
"GLT8D2"
"GMDS"
"GNAZ"
"GNG2"
"GNG4"
"GNG5"
"GNMT"
"GOLGA8A"
"GOLT1A"
"GP2"
"GPA33"
"GPBAR1"
"GPC3"
"GPC6"
"GPD1"
"GPHA2"
"GPNMB"
"GPR119"
"GPR171"
"GPR183"
"GPR34"
"GPR35"
"GPRC5A"
"GPT"
"GPX2"
"GPX3"
"GRAMD1B"
"GRB7"
"GREM1"
"GREM2"
"GRIN2D"
"GRP"
"GSDMB"
"GSDMC"
"GSTA1"
"GSTA2"
"GSTM1"
"GUCA1C"
"GUCA2A"
"GUCA2B"
"GUCY1A1"
"GUCY2C"
"GXYLT2"
"GZMA"
"GZMB"
"GZMH"
"GZMK"
"GZMM"
"H1-2"
"H2AC13"
"H2AC8"
"H2AW"
"H2BC11"
"H2BC18"
"H2BC21"
"H2BC4"
"H2BC5"
"H2BC8"
"H3C10"
"H4C8"
"HABP2"
"HAND2"
"HAS1"
"HAS2"
"HAS3"
"HAVCR1"
"HAVCR2"
"HBA2"
"HBB"
"HBEGF"
"HCAR1"
"HCAR2"
"HCK"
"HCLS1"
"HEPACAM2"
"HEPH"
"HES4"
"HEYL"
"HGD"
"HHLA2"
"HILPDA"
"HK2"
"HK3"
"HKDC1"
"HLA-DMB"
"HLA-DOA"
"HLA-DOB"
"HLA-DPA1"
"HLA-DPB1"
"HLA-DQA1"
"HLA-DQA2"
"HLA-DQB1"
"HLA-DQB2"
"HLA-DRA"
"HLA-DRB1"
"HLA-DRB5"
"HLA-G"
"HMGA1"
"HMGA2"
"HMGCS2"
"HMX3"
"HNF1B"
"HNF4A"
"HNF4G"
"HOGA1"
"HOMER2"
"HOPX"
"HOXA10"
"HOXA11"
"HOXA13"
"HOXB13"
"HOXB5"
"HOXB6"
"HOXB7"
"HOXB8"
"HOXB9"
"HOXC10"
"HOXC11"
"HOXC9"
"HP"
"HPDL"
"HPGD"
"HPN"
"HR"
"HRCT1"
"HS3ST1"
"HS3ST2"
"HSD11B1"
"HSD11B2"
"HSD17B2"
"HSF4"
"HSPA1A"
"HSPA1B"
"HSPA6"
"HSPB6"
"HSPB7"
"HSPB8"
"HSPG2"
"HTR1D"
"HTR2B"
"HTRA1"
"HTRA3"
"HYAL1"
"IAPP"
"IBSP"
"ICAM1"
"ID1"
"IDO1"
"IER3"
"IER5L"
"IFI27"
"IFI44"
"IFI44L"
"IFI6"
"IFIT1"
"IFIT3"
"IFITM1"
"IFNE"
"IGF1"
"IGF2BP3"
"IGFALS"
"IGFBP1"
"IGFBP2"
"IGFBP3"
"IGFBP5"
"IGFBP6"
"IGFL1"
"IGFL2"
"IGFL3"
"IGHV3OR16-17"
"IGLL5"
"IGSF6"
"IGSF9"
"IHH"
"IKZF1"
"IKZF3"
"IL10RA"
"IL11"
"IL16"
"IL17RE"
"IL1A"
"IL1B"
"IL1R1"
"IL1R2"
"IL1RN"
"IL20RB"
"IL22RA1"
"IL2RA"
"IL2RB"
"IL2RG"
"IL33"
"IL4I1"
"IL6"
"IL7R"
"INA"
"INAVA"
"INHA"
"INHBA"
"INMT"
"INS"
"INSC"
"INSM1"
"IQANK1"
"IQGAP2"
"IQGAP3"
"IRAG1"
"IRF4"
"IRF6"
"IRF7"
"IRF8"
"IRX2"
"IRX3"
"ISG15"
"ISL1"
"ISLR"
"ISM1"
"ITGA11"
"ITGA2"
"ITGA3"
"ITGA5"
"ITGAL"
"ITGAM"
"ITGB1"
"ITGB2"
"ITGB4"
"ITGB6"
"ITGBL1"
"ITIH2"
"ITIH5"
"ITK"
"ITLN1"
"ITM2A"
"ITPKA"
"IVL"
"IYD"
"JAML"
"JCHAIN"
"JSRP1"
"KANK4"
"KBTBD12"
"KCNA5"
"KCNE3"
"KCNE4"
"KCNH2"
"KCNH6"
"KCNJ11"
"KCNJ15"
"KCNJ16"
"KCNJ3"
"KCNJ5"
"KCNK1"
"KCNK16"
"KCNK17"
"KCNK3"
"KCNK5"
"KCNN4"
"KCP"
"KDM5D"
"KIF12"
"KIF1A"
"KIFC2"
"KIRREL2"
"KISS1"
"KIT"
"KITLG"
"KLF15"
"KLF2"
"KLF4"
"KLF5"
"KLHDC7B"
"KLHL6"
"KLK1"
"KLK10"
"KLK11"
"KLK12"
"KLK3"
"KLK5"
"KLK6"
"KLK7"
"KLK8"
"KLRB1"
"KPNA7"
"KRT13"
"KRT14"
"KRT15"
"KRT16"
"KRT17"
"KRT19"
"KRT20"
"KRT23"
"KRT4"
"KRT5"
"KRT6A"
"KRT6B"
"KRT7"
"KRT80"
"KRT81"
"KRTCAP3"
"L1CAM"
"LAD1"
"LAIR1"
"LAMA2"
"LAMA3"
"LAMB3"
"LAMC2"
"LAMP3"
"LAMP5"
"LAPTM5"
"LAX1"
"LBP"
"LCK"
"LCN2"
"LCP1"
"LDLR"
"LEFTY1"
"LEMD1"
"LEP"
"LFNG"
"LGALS1"
"LGALS2"
"LGALS4"
"LGALS7"
"LGALS7B"
"LGR5"
"LGR6"
"LHB"
"LHFPL4"
"LHFPL6"
"LIF"
"LILRB4"
"LIMD2"
"LIPH"
"LMNTD2"
"LMOD1"
"LOX"
"LOXL1"
"LOXL2"
"LOXL4"
"LPCAT4"
"LPL"
"LRFN4"
"LRG1"
"LRRC10B"
"LRRC15"
"LRRC17"
"LRRC19"
"LRRC31"
"LRRC66"
"LRRN1"
"LRRN4CL"
"LRRTM1"
"LSR"
"LTB"
"LTBP1"
"LTBP2"
"LTF"
"LTK"
"LUM"
"LY6D"
"LY6E"
"LY6G6C"
"LY6K"
"LY86"
"LYPD2"
"LYPD3"
"LYPD6B"
"LYVE1"
"LYZ"
"MAB21L2"
"MAB21L4"
"MACC1"
"MACROD2"
"MADCAM1"
"MAFA"
"MAFB"
"MAL"
"MAL2"
"MALL"
"MAOB"
"MAP1B"
"MAP4K1"
"MAPK15"
"MARCO"
"MATN3"
"MB"
"MBOAT2"
"MBOAT4"
"MCEMP1"
"MEDAG"
"MEGF6"
"MELTF"
"MEOX1"
"MEOX2"
"MEP1A"
"MEP1B"
"MET"
"METTL27"
"METTL7A"
"METTL7B"
"MFAP2"
"MFAP4"
"MFAP5"
"MFSD2A"
"MFSD4A"
"MFSD6L"
"MGAM2"
"MGAT3"
"MGP"
"MICALL2"
"MILR1"
"MIOX"
"MISP"
"MLPH"
"MLXIPL"
"MME"
"MMP1"
"MMP10"
"MMP11"
"MMP12"
"MMP13"
"MMP14"
"MMP19"
"MMP2"
"MMP28"
"MMP3"
"MMP7"
"MMP9"
"MMRN1"
"MNDA"
"MOGAT1"
"MOGAT2"
"MOGAT3"
"MOXD1"
"MPEG1"
"MPZL2"
"MRAP2"
"MRC1"
"MRC2"
"MRGPRF"
"MROH6"
"MRPL12"
"MS4A1"
"MS4A4A"
"MS4A6A"
"MS4A7"
"MS4A8"
"MSLN"
"MSLNL"
"MSMB"
"MSR1"
"MSRB3"
"MST1R"
"MSX2"
"MT1A"
"MT1E"
"MT1G"
"MT1H"
"MT1M"
"MT1X"
"MT2A"
"MTMR11"
"MTRNR2L1"
"MUC1"
"MUC13"
"MUC15"
"MUC16"
"MUC17"
"MUC2"
"MUC20"
"MUC21"
"MUC3A"
"MUC4"
"MUC5AC"
"MUC5B"
"MUC6"
"MUCL3"
"MX1"
"MXD1"
"MXRA5"
"MXRA8"
"MYBL2"
"MYBPC1"
"MYEOV"
"MYH11"
"MYH14"
"MYL9"
"MYLK"
"MYO15B"
"MYO1A"
"MYO7B"
"MYOM1"
"MYRF"
"MZB1"
"NAPRT"
"NCAM1"
"NCCRP1"
"NCF2"
"NCKAP1L"
"NCMAP"
"NDNF"
"NECAB2"
"NECTIN4"
"NELL2"
"NEURL1"
"NEURL3"
"NEUROD1"
"NEXN"
"NFKBIZ"
"NGFR"
"NIBAN3"
"NID1"
"NID2"
"NKAIN4"
"NKD2"
"NKG7"
"NKX2-2"
"NKX6-1"
"NKX6-2"
"NKX6-3"
"NLGN4Y"
"NLRP2"
"NMNAT2"
"NMU"
"NMUR2"
"NOL4"
"NOTUM"
"NOX1"
"NOXA1"
"NPC1L1"
"NPIPB15"
"NPNT"
"NPR3"
"NPSR1"
"NPTX1"
"NPTX2"
"NPY"
"NPY1R"
"NQO1"
"NR0B1"
"NR0B2"
"NR1D1"
"NR1H4"
"NR1I2"
"NR4A1"
"NR4A2"
"NR4A3"
"NR5A2"
"NRCAM"
"NRG3"
"NRN1"
"NRP2"
"NT5E"
"NTM"
"NTN1"
"NTRK2"
"NTS"
"NTSR1"
"NUPR2"
"NXF3"
"OAS1"
"OAS2"
"OASL"
"ODAM"
"OGDHL"
"OGN"
"OLFM4"
"OLFML2B"
"OLFML3"
"OLR1"
"OMD"
"ONECUT1"
"ONECUT2"
"ONECUT3"
"OR2I1P"
"ORM1"
"ORM2"
"OSCAR"
"OSM"
"OSR1"
"OTC"
"OVOL1"
"P2RX1"
"P2RX5"
"P2RY10"
"P2RY13"
"P2RY8"
"P3H2"
"P4HA3"
"PABPC1L"
"PADI1"
"PADI2"
"PADI3"
"PAEP"
"PAH"
"PAK3"
"PALLD"
"PALM3"
"PAPPA2"
"PAQR8"
"PARM1"
"PAX5"
"PCDH7"
"PCDHGB2"
"PCDHGB5"
"PCK1"
"PCOLCE2"
"PCP4"
"PCSK1"
"PCSK1N"
"PCSK2"
"PCSK9"
"PDGFC"
"PDGFD"
"PDGFRA"
"PDGFRB"
"PDGFRL"
"PDIA2"
"PDK4"
"PDLIM3"
"PDLIM4"
"PDLIM7"
"PDPN"
"PDX1"
"PDZD3"
"PDZK1"
"PDZK1IP1"
"PEG10"
"PENK"
"PF4"
"PFKFB3"
"PGC"
"PGGHG"
"PGM5"
"PHACTR3"
"PHGR1"
"PHLDA2"
"PI15"
"PI16"
"PI3"
"PIGR"
"PIK3AP1"
"PIK3C2G"
"PILRA"
"PIP"
"PIP5K1B"
"PITX1"
"PKHD1"
"PKP1"
"PKP3"
"PLA2G10"
"PLA2G1B"
"PLA2G2A"
"PLA2G2D"
"PLA2G7"
"PLAAT2"
"PLAAT3"
"PLAAT4"
"PLAC8"
"PLAT"
"PLAU"
"PLBD1"
"PLCH2"
"PLCXD3"
"PLD4"
"PLEC"
"PLEK"
"PLEK2"
"PLEKHN1"
"PLEKHS1"
"PLIN1"
"PLIN2"
"PLIN4"
"PLN"
"PLOD2"
"PLP1"
"PLPP4"
"PLS1"
"PLXDC2"
"PLXNB3"
"PM20D1"
"PMEPA1"
"PNCK"
"PNLIP"
"PNLIPRP1"
"PNMA2"
"PNMA8A"
"PNMT"
"PODN"
"PODNL1"
"PODXL"
"POF1B"
"POSTN"
"POU2AF1"
"POU2F3"
"POU5F1"
"PPARG"
"PPBP"
"PPL"
"PPP1R13L"
"PPP1R14C"
"PPP1R14D"
"PPP1R16B"
"PPP1R1A"
"PPP1R1B"
"PPP1R3C"
"PPP2R2C"
"PPY"
"PRAME"
"PRELP"
"PRG4"
"PRIMA1"
"PRKCB"
"PRKCG"
"PROC"
"PROM1"
"PROM2"
"PROX1"
"PRR15"
"PRR15L"
"PRRX1"
"PRRX2"
"PRSS1"
"PRSS2"
"PRSS21"
"PRSS22"
"PRSS3"
"PRSS33"
"PRSS41"
"PRSS51"
"PRSS8"
"PRUNE2"
"PSAPL1"
"PSAT1"
"PSCA"
"PTF1A"
"PTGES"
"PTGIS"
"PTGS2"
"PTK6"
"PTN"
"PTPN7"
"PTPRC"
"PTPRH"
"PTPRN"
"PTPRN2"
"PTPRR"
"PTPRU"
"PTX3"
"PWWP3B"
"PXDN"
"PYGL"
"QPCT"
"QPRT"
"RAB11FIP1"
"RAB25"
"RAB26"
"RAB27B"
"RAB31"
"RAB3C"
"RAET1L"
"RAP1GAP"
"RAPGEFL1"
"RARRES1"
"RASAL1"
"RASAL3"
"RASD1"
"RASEF"
"RASGRP2"
"RASSF2"
"RASSF7"
"RBP1"
"RBP2"
"RBP4"
"RBP7"
"RBPJL"
"RCN3"
"RCSD1"
"REEP1"
"REEP6"
"REG1A"
"REG1B"
"REG3A"
"REG3G"
"REG4"
"RELN"
"RERG"
"RETN"
"RFLNA"
"RFX6"
"RGL3"
"RGS1"
"RGS16"
"RGS2"
"RGS4"
"RGS5"
"RHBDL1"
"RHCG"
"RHEX"
"RHOD"
"RHOH"
"RHOV"
"RHPN1"
"RHPN2"
"RIPOR2"
"RNASE2"
"RNASE6"
"RNASE7"
"RND1"
"RNF128"
"RNF183"
"RNF186"
"RNF223"
"RNF39"
"RPL39L"
"RPS4Y1"
"RRAD"
"RSAD2"
"RSPO3"
"RTN1"
"RUNDC3A"
"RUNX3"
"RXRG"
"S100A12"
"S100A14"
"S100A2"
"S100A4"
"S100A6"
"S100A7"
"S100A8"
"S100A9"
"S100B"
"S100P"
"S1PR1"
"S1PR4"
"SAA1"
"SAA2"
"SAMD9"
"SAMSN1"
"SASH3"
"SCARA5"
"SCARF2"
"SCD"
"SCEL"
"SCG2"
"SCG3"
"SCG5"
"SCGB2A1"
"SCGB2A2"
"SCGB3A1"
"SCGN"
"SCIN"
"SCN7A"
"SCNN1A"
"SCNN1G"
"SCT"
"SCTR"
"SCUBE2"
"SCUBE3"
"SCX"
"SDC1"
"SDCBP2"
"SDR16C5"
"SDS"
"SEC14L6"
"SECTM1"
"SELE"
"SELENOP"
"SELL"
"SELP"
"SELPLG"
"SEMA3B"
"SEMA3C"
"SEMA3E"
"SEMA4B"
"SEMA4G"
"SEMA7A"
"SERINC2"
"SERPINA1"
"SERPINA3"
"SERPINA4"
"SERPINA5"
"SERPINA6"
"SERPINB2"
"SERPINB3"
"SERPINB4"
"SERPINB5"
"SERPINB7"
"SERPINE1"
"SERPINE2"
"SERPINF1"
"SERPING1"
"SERPINI2"
"SEZ6L"
"SFN"
"SFRP1"
"SFRP2"
"SFRP4"
"SFRP5"
"SFTA2"
"SFTPA2"
"SGCA"
"SGPP2"
"SH2D1A"
"SH2D3A"
"SH3D21"
"SH3GL2"
"SH3RF2"
"SHH"
"SHISA2"
"SHISAL2B"
"SI"
"SIGLEC1"
"SIGLEC10"
"SIGLEC12"
"SIGLEC14"
"SIGLEC15"
"SIGLEC8"
"SIK1"
"SIM1"
"SIM2"
"SIRPG"
"SIT1"
"SIX2"
"SIX3"
"SKAP1"
"SLA"
"SLAMF6"
"SLAMF7"
"SLC11A1"
"SLC12A2"
"SLC13A2"
"SLC13A5"
"SLC14A1"
"SLC15A1"
"SLC15A2"
"SLC16A12"
"SLC16A3"
"SLC16A4"
"SLC16A5"
"SLC16A9"
"SLC17A4"
"SLC17A9"
"SLC19A3"
"SLC1A1"
"SLC1A3"
"SLC22A18"
"SLC22A3"
"SLC26A3"
"SLC26A9"
"SLC27A2"
"SLC28A2"
"SLC28A3"
"SLC29A4"
"SLC2A1"
